"taxon","lfc_(Intercept)","lfc_RFIClass2MidRFI","lfc_RFIClass3HighRFI"
"PWY-7560",0.00795347243544105,-0.0080661559475142,-0.015756500968569
"PWY-7644",-0.230171779317322,0.336709270197208,0.0793766855721458
"PWY-7663",0.00466890756983687,0.000944807487997009,-0.0203403366503641
"PWY-7674",-0.299751109925384,0.384521640635251,0.266225169405445
"PWY-7761",-0.00267131744395333,-0.0054418199292883,0.0125173720074545
"PWY-7783",-0.0899026837178934,0.0693689259049451,0.158095969240769
"PWY-7784",0.0971613158512539,-0.106886122994004,-0.128373074978953
"PWY-7790",0.00316406108808833,-0.00163662228674587,-0.0115369209160498
"PWY-7791",0.00664106105649269,-0.00559685202776179,-0.0157498599901409
"PWY-7805",0.452702869028046,-0.429248100013807,-0.751270305670174
"PWY-7807",-0.19556851272173,0.286188842997489,0.129365205289632
"PWY-7820",-0.350320735088418,0.387570272281026,0.43854906370187
"PWY-7851",0.00356390525831214,-0.00962433925510596,0.000218596386222677
"PWY-7853",0.205164970272905,-0.574352333450275,0.171509173711286
"PWY-7858",-0.601765147562692,0.885666061132427,0.488257070358624
"PWY-7883",0.0654899864266163,-0.0966926184393626,-0.0479440735172929
"PWY-7900",-0.336006849464142,0.386265079806502,0.396833726748625
"PWY-7913",-0.176659828564005,0.195734478061885,0.154289060642785
"PWY-7942",-0.0263972025384795,0.0427116040366253,0.0069285811648335
"PWY-7953",0.00928820825634338,-0.00839786713933191,-0.0193050987333792
"PWY-7977",0.00147489104333192,0.00128801099339671,-0.0111163667342164
"PWY-7992",-0.123131067645317,0.154280943322008,0.121875866715776
"PWY-8004",-0.135459803113072,-0.145183044961206,0.652734559639216
"PWY-801",-0.0331953861801156,0.0513780192217409,0.0136650938915302
"PWY-8011",-0.0431493614926448,0.0453941845833851,0.0538728745734797
"PWY-8020",-0.306656410142967,0.434460182761205,0.228630964026136
"PWY-8055",-0.808828267476934,0.785417644623619,1.136189029925
"PWY-8073",-0.00257236554980101,-0.00761095283864611,0.0157391728093239
"PWY-8131",0.057291396809785,-0.0018859086189299,-0.176896796273949
"PWY-8178",0.00644080235565971,0.000115969805135734,-0.0244199031972949
"PWY-8187",0.0201156404900743,0.0200148502739187,-0.0986347757457128
"PWY-8190",0.0596360232032507,-0.0544607358263105,-0.0986431203919449
"PWY-821",-0.085248296922836,0.0427878487679682,0.187036160028494
"PWY-822",-0.0772089064119828,0.110210232064318,0.0528541537324359
"PWY-841",-0.0242010363481192,0.0261972700488061,0.0270386149370596
"PWY-922",-0.296460268002369,0.211590476083392,0.559568552072
"PWY-I9",0.0463485867665172,-0.084155782843635,-0.00969589490129846
"PWY0-1061",0.01170894150218,-0.0171678786080117,-0.0124673256621533
"PWY0-1241",-0.0211868139015131,0.00344208207519474,0.0547847391514462
"PWY0-1261",0.0612468339102037,-0.0886959079276626,-0.0479440735172929
"PWY0-1296",0.0612369971865951,-0.121499688129189,0.00539219427623857
"PWY0-1297",0.0183465221742005,-0.0274644224228876,-0.0160630327710416
